product_name,id,rating,message,date,timestamp,variant,is_anonymous,username,total_likes,has_image,has_video,seller_reply
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2027188481,5,Paket sudah sampai dengan baikk,1775183001,2 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2026741922,5,Maaf baru kasih ulasan 🤭 Alhamdulillah baru satu Minggu pemakaian udah ada hasil nya🥰🥰 Mksh buat yang punya toko Alhamdulillah toko nya amanah 😊😊 Mkasih buat Abang kurir nya jga udh ramah 🙃,1775139457,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2026722901,5,"Bguss Bgtt sumpah dah, ga boong walupun belum pakee berpaket paket baru satu pakett dulu, kalo cocok balik lagi iya min",1775138573,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2026685422,5,Manfaat produk: mencerahkan Jenis kulit: kulit jerawat on of,1775136986,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2026590737,5,Uadah jatuh cinta ma ni jd g pgn berpaling muka pleknya udh ilang g bruntusan lagi skrg dh bersih mkch x beauty semoga arganya juga g naik ea 😁😍😍,1775133446,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2025769002,5,Makasih KA paket nya udah nyampe paking nya rapih dapet tas nya juga isi sesuai ada 6 paket,1775106528,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2025679207,5,Lengkap cepat nyampe nya Baru pertama semoga cocok nanti order lg 😍,1775103681,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2025541331,2,masa di krm dua dua nya day crem gmna si yg kerjaaa nya😔,1775099004,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2025526805,4,Sesuai belum di coba moga cocok,1775098484,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2025033422,5,Sangat baik aku suka sama barngya walaupun harganya murah tapi GK murah an bagus bikin muka cerah aku udh habis 1 paket ini pemakaian paket yang ke 2,1775054103,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2024655107,4,semoga di wajah aku cocok Jenis kulit: berminyak,1775041329,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2024295731,5,Bgus nnti aku blik lgi klo cocok 🥰,1775029651,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2024279398,5,Baru coba semoga cocok,1775029039,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2023633966,5,"Stektur Lembut dan wangi banget ,pekingan nya pun rapi,pesan 2 pket dikirem gratis jelly satu,Mksih kk,semoga cocok di muka aku👍🤲🥰",1775005403,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2022483505,5,"Baru pertama belik, moga aja cocok Bahan: Bagus Manfaat produk: Memutihkan dan melembabkan",1774939580,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2022382279,5,Bahan: Bgus,1774935945,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2022023432,4,Ingredient: Ok Product benefit: Ok Skin type: Ok Semoga cocok ya baru pertama kali pake x beauty.😃,1774922023,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2021880009,5,bagus,1774912844,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2021323335,5,Blm di coba si Mudah”han aja cocok ya Cape gonta ganti caem mulu Ujung” nya balik jadi ITEM 😩 Mudah-mudahan ini yg terakhir dan gk ganti” cream lagi aamiin 🤲,1774869856,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2020896350,4,"sayang serumnya pecah,tpi baguss",1774856491,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2020710301,5,Semoga cocok amiin,1774850124,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2020477632,4,Barang nya sudah sampai semoga cocok baru aku coba pertama kali 🥰,1774842877,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2020311972,5,Semoga cocok ya Allah🤲 Packing aman the best pokonya Semoga beneran aman udah BPOM asli,1774837173,3 minggu lalu,Default,True,Anonymous,0,True,True,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2019504174,5,glowinggg,1774782647,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2019465394,4,baru mau coba semoga cocok ya,1774781566,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2019197990,5,Ini pesenan ke 2 akuu semogaa cepet hilang jrawat nyaa,1774772577,3 minggu lalu,Default,True,Anonymous,0,False,True,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2018560023,5,Manfaat produk: Mencerahkan,1774750554,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2018494330,5,aku bru pesen 1 pket ini kita lihat bgus apa ga di aku,1774747210,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2017842485,4,"Bahan: Wangi banget Manfaat produk: Bisa mencerahkan Jenis kulit: Kusam, jerawat no off, komedo, pori-pori",1774698055,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2016806464,5,"Alhamdulilah udah nyampai, dengan baik tidak ada yang lecet, mudhan2 cocok ya, klw cocok bisa pesen lagi",1774664680,3 minggu lalu,Default,True,Anonymous,0,True,True,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2016680034,5,cocok dikulit gampang diblen,1774657696,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2016552068,5,"Sebenarnya sudah lama pakai skincare ini brhubung berhenti karena aku lagi hamil wajah aku jadi kusam dan jerawatan, akhirnya setelah sekian lama coba pakai lagi, alhamdulillah masih cocok dan wajah aku jadi bersih kembali",1774637544,3 minggu lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2015626895,5,Baru mau nyoba semoga cocok trimakasih,1774598383,3 minggu lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2014542064,5,Semoga cocok,1774534753,4 minggu lalu,Default,True,Anonymous,0,False,False,
